[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 26, 46, 51, 23, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 26, 46, 51, 23, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 26, 46, 51, 23, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 3, 39, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 3, 39, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 3, 39, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 3, 39, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 3, 55, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 3, 55, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 3, 55, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 3, 55, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 19, 39, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 19, 39, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 19, 39, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 19, 55, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 19, 55, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 19, 55, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 35, 7, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 19, 55, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 35, 7, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 35, 7, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 35, 23, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 35, 7, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 35, 23, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 35, 23, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 51, 7, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 35, 23, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 51, 7, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 51, 7, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 51, 23, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 51, 7, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 51, 23, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 51, 23, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 2, 54, 42, 30, 51, 23, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 3, 39, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 3, 39, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 3, 39, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 3, 39, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 3, 55, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 3, 55, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 3, 55, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 19, 39, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 3, 55, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 19, 39, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 19, 39, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 19, 39, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 19, 55, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 19, 55, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 19, 55, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 19, 55, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 35, 7, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 35, 7, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 35, 7, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 35, 23, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 35, 7, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 35, 23, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 35, 23, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 51, 7, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 35, 23, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 51, 7, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 51, 7, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 51, 23, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 51, 7, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 51, 23, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 51, 23, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 3, 39, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 10, 62, 51, 23, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 3, 39, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 3, 39, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 3, 55, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 3, 39, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 3, 55, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 3, 55, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 19, 39, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 3, 55, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 19, 39, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 19, 39, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 19, 55, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 19, 39, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 19, 55, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 19, 55, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 19, 55, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 35, 7, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 35, 7, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 35, 7, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 35, 23, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 35, 7, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 35, 23, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 35, 23, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 35, 23, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 51, 7, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 51, 7, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 51, 7, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 51, 7, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 51, 23, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 51, 23, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 51, 23, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 38, 58, 14, 51, 23, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 3, 39, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 3, 39, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 3, 39, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 3, 55, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 3, 39, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 3, 55, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 3, 55, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 3, 55, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 19, 39, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 19, 39, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 19, 39, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 19, 39, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 19, 55, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 19, 55, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 19, 55, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 35, 7, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 19, 55, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 35, 7, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 35, 7, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 35, 7, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 35, 23, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 35, 23, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 35, 23, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 35, 23, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 51, 7, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 51, 7, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 51, 7, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 51, 7, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 51, 23, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 51, 23, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 51, 23, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 3, 39, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 10, 46, 51, 23, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 3, 39, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 3, 39, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 3, 39, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 3, 55, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 3, 55, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 19, 39, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 3, 55, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 19, 39, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 19, 55, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 19, 39, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 19, 39, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 19, 55, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 35, 7, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 19, 55, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 19, 55, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 35, 7, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 35, 23, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 35, 7, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 35, 23, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 35, 7, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 35, 23, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 51, 7, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 51, 7, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 35, 23, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 51, 7, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 51, 23, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 51, 23, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 51, 7, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 51, 23, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 3, 39, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 3, 39, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 18, 54, 42, 14, 51, 23, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 3, 55, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 3, 39, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 3, 55, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 3, 39, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 3, 55, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 19, 39, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 19, 39, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 3, 55, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 19, 39, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 19, 55, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 19, 55, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 19, 39, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 35, 7, 27, 63]

[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 19, 55, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 35, 7, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 35, 23, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 35, 7, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 35, 7, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 35, 23, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 51, 7, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 35, 23, 11, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 35, 23, 59, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 51, 7, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 51, 23, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 51, 7, 27, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 51, 7, 43, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 51, 23, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 51, 23, 11, 47]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 58, 30, 3, 39, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 58, 30, 3, 39, 59, 31]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 26, 62, 51, 23, 43, 15]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 58, 30, 3, 39, 27, 63]
[0, 36, 24, 60, 1, 37, 25, 61, 34, 6, 58, 30, 3, 55, 27, 47]
